age,job,marital,education,default,housing,loan,month,day_of_week,campaign,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,subscribed
30,admin.,single,university.degree,no,no,yes,6,fri,1,1,success,-2.9,92.963,-40.8,yes
32,admin.,single,university.degree,no,no,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
28,admin.,single,university.degree,no,yes,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
32,admin.,single,university.degree,no,no,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
24,admin.,single,university.degree,no,no,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
51,technician,married,basic.9y,no,no,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
28,technician,single,professional.course,no,yes,yes,6,fri,1,1,success,-2.9,92.963,-40.8,yes
25,student,married,university.degree,no,no,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
59,admin.,married,university.degree,unknown,yes,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
31,self-employed,married,university.degree,no,yes,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
21,student,single,university.degree,no,no,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
51,technician,single,university.degree,no,yes,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
51,technician,single,university.degree,no,no,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
29,technician,married,high.school,no,yes,no,6,fri,3,0,nonexistent,-2.9,92.963,-40.8,yes
51,admin.,single,university.degree,no,no,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
31,technician,married,university.degree,no,yes,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
48,admin.,married,university.degree,no,yes,no,6,fri,3,0,nonexistent,-2.9,92.963,-40.8,yes
30,admin.,married,university.degree,no,yes,no,6,fri,2,1,success,-2.9,92.963,-40.8,yes
28,student,single,high.school,no,yes,no,6,fri,3,0,nonexistent,-2.9,92.963,-40.8,yes
25,technician,single,basic.9y,no,yes,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
35,technician,married,professional.course,no,yes,no,6,fri,1,0,nonexistent,-2.9,92.963,-40.8,yes
20,student,single,high.school,no,yes,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
30,technician,single,university.degree,no,yes,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
34,admin.,single,high.school,no,no,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
45,admin.,married,university.degree,no,no,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
53,admin.,single,university.degree,no,yes,no,6,fri,2,1,success,-2.9,92.963,-40.8,yes
36,technician,single,professional.course,no,no,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
36,technician,single,professional.course,no,yes,no,6,fri,2,1,success,-2.9,92.963,-40.8,yes
30,management,single,university.degree,no,no,yes,6,fri,7,0,nonexistent,-2.9,92.963,-40.8,yes
29,technician,married,high.school,no,no,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
32,management,single,university.degree,no,no,no,6,mon,2,1,success,-2.9,92.963,-40.8,yes
27,blue-collar,single,high.school,no,yes,no,6,mon,2,1,success,-2.9,92.963,-40.8,yes
53,retired,single,basic.4y,no,yes,no,6,mon,3,0,nonexistent,-2.9,92.963,-40.8,yes
27,admin.,single,university.degree,no,no,no,6,mon,3,0,nonexistent,-2.9,92.963,-40.8,yes
43,blue-collar,married,basic.6y,no,yes,no,6,mon,6,0,nonexistent,-2.9,92.963,-40.8,yes
25,student,single,university.degree,no,no,no,6,mon,3,0,nonexistent,-2.9,92.963,-40.8,yes
47,admin.,single,university.degree,no,yes,no,6,mon,4,0,nonexistent,-2.9,92.963,-40.8,yes
36,management,married,university.degree,no,no,no,6,mon,4,0,nonexistent,-2.9,92.963,-40.8,yes
43,blue-collar,married,basic.6y,no,yes,no,6,mon,4,1,failure,-2.9,92.963,-40.8,yes
44,self-employed,married,university.degree,no,no,no,6,tue,2,1,success,-2.9,92.963,-40.8,yes
49,services,married,high.school,no,no,no,6,tue,4,0,nonexistent,-2.9,92.963,-40.8,yes
29,admin.,single,university.degree,no,no,no,6,tue,2,0,nonexistent,-2.9,92.963,-40.8,yes
38,technician,married,professional.course,no,yes,no,6,tue,4,1,success,-2.9,92.963,-40.8,yes
25,unemployed,married,university.degree,no,no,no,6,tue,2,0,nonexistent,-2.9,92.963,-40.8,yes
32,entrepreneur,married,basic.4y,no,yes,no,6,tue,2,1,failure,-2.9,92.963,-40.8,yes
25,admin.,single,university.degree,no,no,no,6,tue,7,0,nonexistent,-2.9,92.963,-40.8,yes
54,blue-collar,married,basic.9y,no,no,no,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
54,blue-collar,married,basic.9y,no,yes,no,6,fri,2,1,success,-2.9,92.963,-40.8,yes
55,retired,married,high.school,no,yes,yes,6,fri,2,0,nonexistent,-2.9,92.963,-40.8,yes
22,self-employed,single,university.degree,no,yes,yes,6,fri,6,0,nonexistent,-2.9,92.963,-40.8,yes
22,technician,single,university.degree,no,yes,no,6,fri,4,1,failure,-2.9,92.963,-40.8,yes
50,admin.,married,university.degree,no,yes,no,6,fri,7,1,failure,-2.9,92.963,-40.8,yes
33,unemployed,married,university.degree,no,yes,no,6,mon,3,0,nonexistent,-2.9,92.963,-40.8,yes
28,admin.,single,high.school,no,no,no,6,mon,2,0,nonexistent,-2.9,92.963,-40.8,yes
32,technician,divorced,university.degree,no,yes,no,6,mon,2,0,nonexistent,-2.9,92.963,-40.8,yes
20,technician,single,university.degree,no,no,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
44,services,married,university.degree,no,no,yes,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
41,admin.,single,university.degree,no,yes,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
35,entrepreneur,divorced,university.degree,no,yes,no,6,mon,6,0,nonexistent,-2.9,92.963,-40.8,yes
46,admin.,divorced,high.school,no,yes,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
30,admin.,married,university.degree,no,yes,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
36,self-employed,single,university.degree,no,no,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
29,admin.,single,high.school,no,yes,no,6,mon,1,1,success,-2.9,92.963,-40.8,yes
31,blue-collar,married,university.degree,no,yes,no,6,mon,2,0,nonexistent,-2.9,92.963,-40.8,yes
74,retired,married,basic.4y,no,yes,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
57,management,married,university.degree,no,no,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
30,services,single,high.school,no,yes,no,6,mon,2,0,nonexistent,-2.9,92.963,-40.8,yes
57,unemployed,married,basic.4y,no,yes,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
57,unemployed,married,basic.4y,no,no,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
24,student,single,university.degree,no,yes,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
24,blue-collar,single,university.degree,no,no,yes,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
29,admin.,married,high.school,no,no,no,6,mon,1,1,failure,-2.9,92.963,-40.8,yes
52,self-employed,married,university.degree,no,yes,no,6,mon,1,1,success,-2.9,92.963,-40.8,yes
29,admin.,single,high.school,no,yes,yes,6,mon,2,0,nonexistent,-2.9,92.963,-40.8,yes
21,admin.,single,high.school,no,no,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
37,technician,married,professional.course,no,no,no,6,mon,1,0,nonexistent,-2.9,92.963,-40.8,yes
35,management,married,university.degree,no,no,no,6,tue,2,0,nonexistent,-2.9,92.963,-40.8,yes
53,housemaid,married,basic.4y,no,no,yes,6,tue,2,0,nonexistent,-2.9,92.963,-40.8,yes
53,housemaid,married,basic.4y,no,yes,no,6,tue,2,0,nonexistent,-2.9,92.963,-40.8,yes
40,unemployed,single,basic.4y,no,no,no,6,tue,1,0,nonexistent,-2.9,92.963,-40.8,yes
55,management,married,university.degree,no,yes,no,6,tue,3,0,nonexistent,-2.9,92.963,-40.8,yes
57,retired,married,basic.4y,no,yes,yes,6,tue,3,0,nonexistent,-2.9,92.963,-40.8,yes
25,technician,married,professional.course,no,yes,no,6,tue,4,1,failure,-2.9,92.963,-40.8,yes
29,unemployed,single,basic.4y,no,no,yes,6,wed,3,2,success,-2.9,92.963,-40.8,yes
25,student,single,university.degree,no,yes,yes,6,thu,2,0,nonexistent,-2.9,92.963,-40.8,yes
29,admin.,single,university.degree,no,no,yes,6,thu,4,0,nonexistent,-2.9,92.963,-40.8,yes
53,admin.,married,university.degree,no,no,yes,6,thu,10,0,nonexistent,-2.9,92.963,-40.8,yes
49,admin.,married,university.degree,no,no,no,6,thu,2,0,nonexistent,-2.9,92.963,-40.8,yes
25,student,single,university.degree,no,no,yes,6,thu,6,1,failure,-2.9,92.963,-40.8,yes
32,technician,married,high.school,no,yes,no,6,fri,5,1,failure,-2.9,92.963,-40.8,yes
39,student,single,university.degree,no,yes,no,6,fri,3,0,nonexistent,-2.9,92.963,-40.8,yes
40,management,married,university.degree,no,yes,no,6,mon,3,0,nonexistent,-2.9,92.963,-40.8,yes
40,blue-collar,married,professional.course,no,no,no,6,mon,1,1,failure,-2.9,92.963,-40.8,yes
50,admin.,married,university.degree,no,no,no,6,mon,1,1,success,-2.9,92.963,-40.8,yes
39,admin.,married,university.degree,no,no,no,6,mon,1,1,failure,-2.9,92.963,-40.8,yes
36,services,married,university.degree,no,no,yes,6,tue,2,1,success,-2.9,92.963,-40.8,yes
24,technician,single,professional.course,no,no,no,6,tue,1,1,success,-2.9,92.963,-40.8,yes
36,entrepreneur,single,basic.4y,no,no,no,6,tue,1,0,nonexistent,-2.9,92.963,-40.8,yes
64,management,married,university.degree,no,no,no,6,tue,1,0,nonexistent,-2.9,92.963,-40.8,yes
33,housemaid,married,university.degree,no,no,no,6,tue,1,0,nonexistent,-2.9,92.963,-40.8,yes
50,admin.,married,high.school,no,no,no,7,wed,3,0,nonexistent,-2.9,92.469,-33.6,yes
55,management,married,university.degree,no,no,yes,7,wed,2,1,success,-2.9,92.469,-33.6,yes
51,admin.,single,high.school,no,yes,no,7,wed,1,0,nonexistent,-2.9,92.469,-33.6,yes
61,admin.,married,university.degree,no,yes,yes,7,wed,4,0,nonexistent,-2.9,92.469,-33.6,yes
24,self-employed,single,university.degree,no,no,yes,7,thu,2,0,nonexistent,-2.9,92.469,-33.6,yes
45,admin.,married,university.degree,no,no,no,7,thu,1,0,nonexistent,-2.9,92.469,-33.6,yes
45,admin.,married,university.degree,no,no,no,7,thu,1,0,nonexistent,-2.9,92.469,-33.6,yes
50,admin.,married,university.degree,no,no,no,7,thu,1,0,nonexistent,-2.9,92.469,-33.6,yes
60,admin.,married,university.degree,no,yes,no,7,thu,1,0,nonexistent,-2.9,92.469,-33.6,yes
59,blue-collar,divorced,basic.4y,no,yes,no,7,thu,1,0,nonexistent,-2.9,92.469,-33.6,yes
59,blue-collar,divorced,basic.4y,no,no,no,7,thu,1,0,nonexistent,-2.9,92.469,-33.6,yes
51,technician,married,professional.course,no,no,no,7,thu,1,1,success,-2.9,92.469,-33.6,yes
46,admin.,single,university.degree,no,yes,no,7,thu,1,0,nonexistent,-2.9,92.469,-33.6,yes
46,entrepreneur,married,university.degree,no,yes,no,7,thu,1,0,nonexistent,-2.9,92.469,-33.6,yes
32,self-employed,single,university.degree,no,yes,no,7,thu,1,1,success,-2.9,92.469,-33.6,yes
56,entrepreneur,married,university.degree,no,yes,no,7,thu,2,0,nonexistent,-2.9,92.469,-33.6,yes
32,self-employed,single,university.degree,no,no,no,7,thu,2,0,nonexistent,-2.9,92.469,-33.6,yes
50,admin.,married,university.degree,no,yes,no,7,thu,5,0,nonexistent,-2.9,92.469,-33.6,yes
60,housemaid,married,basic.4y,no,yes,no,7,thu,2,2,success,-2.9,92.469,-33.6,yes
51,technician,married,professional.course,no,yes,no,7,thu,2,1,failure,-2.9,92.469,-33.6,yes
46,admin.,divorced,high.school,no,yes,no,7,thu,1,0,nonexistent,-2.9,92.469,-33.6,yes
57,retired,divorced,basic.9y,no,yes,no,7,fri,2,0,nonexistent,-2.9,92.469,-33.6,yes
56,admin.,divorced,university.degree,no,yes,no,7,fri,2,0,nonexistent,-2.9,92.469,-33.6,yes
21,unemployed,single,high.school,no,yes,no,7,fri,1,0,nonexistent,-2.9,92.469,-33.6,yes
29,admin.,single,high.school,no,no,no,7,fri,1,0,nonexistent,-2.9,92.469,-33.6,yes
47,blue-collar,married,professional.course,no,yes,no,7,fri,1,0,nonexistent,-2.9,92.469,-33.6,yes
29,technician,single,university.degree,no,no,no,7,fri,6,0,nonexistent,-2.9,92.469,-33.6,yes
48,admin.,divorced,university.degree,no,yes,no,7,fri,2,0,nonexistent,-2.9,92.469,-33.6,yes
30,admin.,married,university.degree,no,no,no,7,fri,2,0,nonexistent,-2.9,92.469,-33.6,yes
33,admin.,single,university.degree,no,no,no,7,fri,1,0,nonexistent,-2.9,92.469,-33.6,yes
56,retired,married,high.school,no,yes,yes,7,fri,2,0,nonexistent,-2.9,92.469,-33.6,yes
31,admin.,single,university.degree,no,yes,no,7,mon,4,0,nonexistent,-2.9,92.469,-33.6,yes
23,student,single,high.school,no,no,no,7,mon,3,0,nonexistent,-2.9,92.469,-33.6,yes
37,admin.,married,university.degree,no,yes,no,7,mon,2,0,nonexistent,-2.9,92.469,-33.6,yes
28,services,single,university.degree,no,yes,no,7,mon,4,0,nonexistent,-2.9,92.469,-33.6,yes
53,admin.,married,high.school,no,no,no,7,tue,1,1,failure,-2.9,92.469,-33.6,yes
33,management,married,university.degree,no,yes,no,7,tue,1,0,nonexistent,-2.9,92.469,-33.6,yes
25,student,single,university.degree,unknown,yes,no,7,tue,1,0,nonexistent,-2.9,92.469,-33.6,yes
46,admin.,divorced,high.school,no,unknown,unknown,7,tue,1,0,nonexistent,-2.9,92.469,-33.6,yes
26,services,single,high.school,no,yes,no,7,tue,1,1,success,-2.9,92.469,-33.6,yes
23,student,single,high.school,no,yes,no,7,tue,2,1,success,-2.9,92.469,-33.6,yes
26,services,single,high.school,no,no,no,7,tue,2,0,nonexistent,-2.9,92.469,-33.6,yes
23,student,single,high.school,no,no,no,7,tue,1,1,failure,-2.9,92.469,-33.6,yes
27,admin.,single,university.degree,no,yes,no,7,tue,1,0,nonexistent,-2.9,92.469,-33.6,yes
33,admin.,married,high.school,no,no,no,7,tue,1,0,nonexistent,-2.9,92.469,-33.6,yes
40,admin.,married,university.degree,no,yes,no,7,tue,1,0,nonexistent,-2.9,92.469,-33.6,yes
31,admin.,single,high.school,no,yes,no,7,wed,1,1,failure,-2.9,92.469,-33.6,yes
42,technician,married,university.degree,no,no,no,7,wed,1,1,failure,-2.9,92.469,-33.6,yes
42,admin.,single,university.degree,no,no,no,7,wed,2,0,nonexistent,-2.9,92.469,-33.6,yes
29,technician,married,university.degree,no,yes,no,7,wed,2,0,nonexistent,-2.9,92.469,-33.6,yes
20,student,single,high.school,no,yes,no,7,wed,1,0,nonexistent,-2.9,92.469,-33.6,yes
44,blue-collar,single,university.degree,no,yes,no,7,wed,1,0,nonexistent,-2.9,92.469,-33.6,yes
32,admin.,single,university.degree,no,yes,no,7,wed,5,0,nonexistent,-2.9,92.469,-33.6,yes
26,admin.,single,university.degree,no,yes,no,7,wed,1,0,nonexistent,-2.9,92.469,-33.6,yes
32,admin.,single,university.degree,no,yes,no,7,wed,3,0,nonexistent,-2.9,92.469,-33.6,yes
29,student,single,high.school,no,yes,no,7,thu,2,0,nonexistent,-2.9,92.469,-33.6,yes
23,blue-collar,single,high.school,no,no,no,7,fri,2,0,nonexistent,-2.9,92.469,-33.6,yes
23,technician,single,professional.course,no,yes,no,7,fri,4,0,nonexistent,-2.9,92.469,-33.6,yes
27,management,single,university.degree,no,yes,no,7,mon,2,0,nonexistent,-2.9,92.469,-33.6,yes
35,entrepreneur,married,high.school,no,no,no,7,wed,4,0,nonexistent,-2.9,92.469,-33.6,yes
51,admin.,married,university.degree,no,yes,no,7,fri,5,0,nonexistent,-2.9,92.469,-33.6,yes
30,student,single,university.degree,no,no,no,7,tue,2,2,failure,-2.9,92.469,-33.6,yes
54,admin.,married,university.degree,no,no,yes,7,tue,6,1,success,-2.9,92.469,-33.6,yes
27,admin.,married,university.degree,no,no,yes,7,tue,6,1,failure,-2.9,92.469,-33.6,yes
38,management,married,university.degree,no,no,no,7,tue,5,0,nonexistent,-2.9,92.469,-33.6,yes
44,admin.,divorced,high.school,no,no,no,7,tue,5,0,nonexistent,-2.9,92.469,-33.6,yes
42,admin.,married,university.degree,no,yes,no,8,tue,1,1,success,-2.9,92.201,-31.4,yes
61,retired,married,professional.course,no,no,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
18,student,single,basic.9y,no,yes,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
47,admin.,divorced,university.degree,no,yes,yes,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
52,management,married,university.degree,no,no,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
29,student,single,high.school,no,unknown,unknown,8,tue,1,3,success,-2.9,92.201,-31.4,yes
51,management,married,university.degree,no,yes,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
34,technician,single,professional.course,no,no,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
59,admin.,married,high.school,no,yes,no,8,wed,2,1,success,-2.9,92.201,-31.4,yes
34,technician,single,professional.course,no,no,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
37,technician,married,professional.course,no,yes,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
57,technician,married,high.school,no,yes,yes,8,wed,2,1,success,-2.9,92.201,-31.4,yes
59,admin.,married,high.school,no,yes,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
20,student,single,high.school,no,no,yes,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
32,services,single,high.school,no,yes,yes,8,wed,1,2,success,-2.9,92.201,-31.4,yes
37,admin.,married,high.school,no,no,no,8,wed,2,1,failure,-2.9,92.201,-31.4,yes
39,blue-collar,married,basic.9y,no,no,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
46,admin.,married,high.school,no,no,no,8,wed,2,0,nonexistent,-2.9,92.201,-31.4,yes
59,retired,married,university.degree,no,no,no,8,wed,2,1,failure,-2.9,92.201,-31.4,yes
37,technician,married,professional.course,no,no,no,8,wed,3,2,success,-2.9,92.201,-31.4,yes
42,unemployed,married,university.degree,no,no,no,8,thu,4,0,nonexistent,-2.9,92.201,-31.4,yes
52,retired,divorced,university.degree,no,yes,yes,8,thu,2,1,success,-2.9,92.201,-31.4,yes
32,technician,married,university.degree,no,no,yes,8,thu,4,0,nonexistent,-2.9,92.201,-31.4,yes
52,retired,divorced,university.degree,no,no,no,8,thu,1,1,success,-2.9,92.201,-31.4,yes
24,student,single,high.school,no,no,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
54,admin.,divorced,high.school,no,yes,no,8,thu,2,1,success,-2.9,92.201,-31.4,yes
74,retired,married,high.school,no,yes,no,8,thu,1,1,failure,-2.9,92.201,-31.4,yes
42,unemployed,married,university.degree,no,yes,yes,8,thu,4,2,success,-2.9,92.201,-31.4,yes
31,technician,divorced,professional.course,no,yes,no,8,thu,2,1,failure,-2.9,92.201,-31.4,yes
35,admin.,single,university.degree,no,yes,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
25,technician,single,university.degree,no,yes,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
44,admin.,married,university.degree,no,yes,no,8,thu,2,0,nonexistent,-2.9,92.201,-31.4,yes
76,retired,married,basic.4y,no,yes,no,8,thu,1,0,nonexistent,-2.9,92.201,-31.4,yes
76,retired,married,basic.4y,no,yes,no,8,fri,2,0,nonexistent,-2.9,92.201,-31.4,yes
46,housemaid,married,high.school,no,yes,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
33,blue-collar,married,basic.9y,no,no,no,8,fri,1,1,failure,-2.9,92.201,-31.4,yes
29,admin.,single,university.degree,no,no,no,8,fri,2,0,nonexistent,-2.9,92.201,-31.4,yes
75,retired,married,basic.4y,no,no,yes,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
25,admin.,single,university.degree,no,yes,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
32,technician,single,professional.course,no,no,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
51,housemaid,married,university.degree,no,no,no,8,fri,1,1,failure,-2.9,92.201,-31.4,yes
70,retired,married,basic.4y,no,yes,no,8,fri,2,0,nonexistent,-2.9,92.201,-31.4,yes
24,student,single,high.school,no,yes,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
41,services,single,university.degree,no,yes,no,8,fri,1,2,success,-2.9,92.201,-31.4,yes
41,services,single,university.degree,no,yes,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
33,admin.,single,high.school,no,yes,no,8,fri,3,0,nonexistent,-2.9,92.201,-31.4,yes
73,retired,married,basic.4y,no,no,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
48,entrepreneur,married,university.degree,no,no,yes,8,fri,2,2,success,-2.9,92.201,-31.4,yes
28,admin.,single,university.degree,no,no,no,8,fri,1,2,success,-2.9,92.201,-31.4,yes
36,services,married,basic.9y,no,yes,no,8,fri,1,1,failure,-2.9,92.201,-31.4,yes
51,housemaid,married,university.degree,no,yes,yes,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
36,services,married,basic.9y,no,yes,no,8,fri,1,1,success,-2.9,92.201,-31.4,yes
27,blue-collar,married,high.school,no,no,no,8,fri,1,1,success,-2.9,92.201,-31.4,yes
29,admin.,single,high.school,no,no,no,8,fri,1,0,nonexistent,-2.9,92.201,-31.4,yes
76,retired,married,university.degree,no,no,no,8,fri,2,0,nonexistent,-2.9,92.201,-31.4,yes
31,admin.,married,university.degree,no,yes,no,8,fri,2,0,nonexistent,-2.9,92.201,-31.4,yes
33,admin.,single,high.school,no,yes,no,8,fri,2,1,failure,-2.9,92.201,-31.4,yes
43,admin.,single,high.school,no,yes,no,8,fri,3,0,nonexistent,-2.9,92.201,-31.4,yes
36,management,married,university.degree,no,no,no,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
38,technician,married,professional.course,no,no,no,8,mon,1,1,failure,-2.9,92.201,-31.4,yes
38,admin.,single,high.school,no,yes,yes,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
36,admin.,divorced,university.degree,no,no,no,8,mon,1,1,success,-2.9,92.201,-31.4,yes
36,admin.,divorced,university.degree,no,yes,no,8,mon,2,2,failure,-2.9,92.201,-31.4,yes
37,technician,married,university.degree,no,yes,no,8,mon,1,1,success,-2.9,92.201,-31.4,yes
65,retired,married,basic.6y,no,no,no,8,mon,2,1,failure,-2.9,92.201,-31.4,yes
33,admin.,married,high.school,no,yes,no,8,mon,1,1,success,-2.9,92.201,-31.4,yes
63,housemaid,married,basic.4y,no,yes,no,8,mon,1,2,failure,-2.9,92.201,-31.4,yes
31,admin.,married,high.school,no,no,yes,8,mon,2,1,success,-2.9,92.201,-31.4,yes
33,technician,single,basic.9y,no,yes,yes,8,mon,1,2,failure,-2.9,92.201,-31.4,yes
52,admin.,married,university.degree,no,yes,no,8,mon,3,2,success,-2.9,92.201,-31.4,yes
37,blue-collar,married,basic.9y,no,no,no,8,mon,1,0,nonexistent,-2.9,92.201,-31.4,yes
34,technician,single,professional.course,no,yes,no,8,tue,2,1,success,-2.9,92.201,-31.4,yes
31,admin.,single,university.degree,no,no,no,8,tue,1,3,success,-2.9,92.201,-31.4,yes
58,technician,married,professional.course,no,no,no,8,tue,2,0,nonexistent,-2.9,92.201,-31.4,yes
33,admin.,single,high.school,no,yes,no,8,tue,3,0,nonexistent,-2.9,92.201,-31.4,yes
26,student,single,professional.course,no,yes,no,8,tue,2,1,failure,-2.9,92.201,-31.4,yes
61,entrepreneur,married,university.degree,unknown,yes,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
52,management,married,high.school,no,yes,yes,8,tue,1,4,failure,-2.9,92.201,-31.4,yes
52,management,married,high.school,no,no,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
85,retired,married,professional.course,no,no,no,8,tue,1,0,nonexistent,-2.9,92.201,-31.4,yes
30,admin.,married,university.degree,no,no,no,8,tue,3,1,success,-2.9,92.201,-31.4,yes
57,admin.,married,university.degree,no,yes,no,8,tue,1,1,failure,-2.9,92.201,-31.4,yes
35,admin.,married,university.degree,no,no,yes,8,tue,1,3,failure,-2.9,92.201,-31.4,yes
80,retired,married,illiterate,unknown,yes,yes,8,tue,1,1,success,-2.9,92.201,-31.4,yes
26,admin.,single,university.degree,no,no,no,8,tue,1,1,success,-2.9,92.201,-31.4,yes
44,management,married,university.degree,no,no,no,8,tue,2,2,failure,-2.9,92.201,-31.4,yes
58,technician,married,professional.course,no,yes,no,8,tue,2,0,nonexistent,-2.9,92.201,-31.4,yes
59,admin.,divorced,professional.course,no,no,no,8,tue,1,1,failure,-2.9,92.201,-31.4,yes
59,admin.,divorced,professional.course,no,unknown,unknown,8,tue,1,1,success,-2.9,92.201,-31.4,yes
34,admin.,divorced,university.degree,no,no,no,8,tue,2,0,nonexistent,-2.9,92.201,-31.4,yes
50,blue-collar,married,university.degree,no,yes,yes,8,tue,2,0,nonexistent,-2.9,92.201,-31.4,yes
49,admin.,married,university.degree,no,yes,no,8,tue,2,1,failure,-2.9,92.201,-31.4,yes
27,admin.,single,university.degree,no,yes,no,8,wed,2,0,nonexistent,-2.9,92.201,-31.4,yes
36,admin.,divorced,university.degree,no,no,yes,8,wed,2,2,success,-2.9,92.201,-31.4,yes
42,management,divorced,university.degree,no,yes,no,8,wed,2,1,success,-2.9,92.201,-31.4,yes
26,student,single,basic.9y,no,yes,no,8,wed,1,1,success,-2.9,92.201,-31.4,yes
49,admin.,married,high.school,no,yes,no,8,wed,2,1,success,-2.9,92.201,-31.4,yes
26,student,single,basic.9y,no,no,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
26,student,single,basic.9y,no,yes,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
27,admin.,single,university.degree,no,no,no,8,wed,2,0,nonexistent,-2.9,92.201,-31.4,yes
74,retired,married,university.degree,no,yes,no,8,wed,2,1,failure,-2.9,92.201,-31.4,yes
32,technician,married,professional.course,no,yes,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
60,retired,married,university.degree,no,no,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
56,admin.,married,basic.9y,no,yes,no,8,wed,1,1,success,-2.9,92.201,-31.4,yes
66,retired,married,university.degree,no,no,no,8,wed,2,1,failure,-2.9,92.201,-31.4,yes
27,admin.,single,university.degree,no,yes,no,8,wed,4,1,failure,-2.9,92.201,-31.4,yes
32,technician,single,professional.course,no,no,no,8,wed,2,1,failure,-2.9,92.201,-31.4,yes
48,entrepreneur,divorced,high.school,no,no,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
20,student,single,basic.4y,no,yes,no,8,wed,1,1,failure,-2.9,92.201,-31.4,yes
20,student,single,basic.4y,no,yes,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
33,services,married,high.school,no,yes,no,8,wed,1,0,nonexistent,-2.9,92.201,-31.4,yes
